Id	Cvs[1]	Cvs[2]	Cvs[3]	CvContent[1]	CvContent[2]	CvContent[3]
103047	103047	203047	303047	打扰了，指挥官在忙吗？	打扰了，指挥官在忙吗？	打扰了，指挥官在忙吗？
103048	103048	203048	303048	指挥官，您……还在不在？	指挥官，您……还在不在？	指挥官，您……还在不在？
103049	103049	203049	303049	是要去休息了吗？	是要去休息了吗？	是要去休息了吗？
103050	103050	203050	303050	你在干什么呀？	你在干什么呀？	你在干什么呀？
103051	103051	203051	303051	怎么这么久都不回应我呢？	怎么这么久都不回应我呢？	怎么这么久都不回应我呢？
103052	103052	203052	303052	意识连接时长已达一小时以上，指挥官请注意休息。	意识连接时长已达一小时以上，指挥官请注意休息。	意识连接时长已达一小时以上，指挥官请注意休息。
103053	103053	203053	303053	意识连接时长过久的话，会引起身体不适哦？	意识连接时长过久的话，会引起身体不适哦？	意识连接时长过久的话，会引起身体不适哦？
103054	103054	203054	303054	请多关心自己一点呀，长时间的意识连接对身体不好的……	请多关心自己一点呀，长时间的意识连接对身体不好的……	请多关心自己一点呀，长时间的意识连接对身体不好的……
103055	103055	203055	303055	我也想和你多待一会儿，可是长时间的连接对你身体不好的……	我也想和你多待一会儿，可是长时间的连接对你身体不好的……	我也想和你多待一会儿，可是长时间的连接对你身体不好的……
103056	103056	203056	303056	新的一天开始了，指挥官阁下。	新的一天开始了，指挥官阁下。	新的一天开始了，指挥官阁下。
103057	103057	203057	303057	欢迎，今天也要一起加油呀。	欢迎，今天也要一起加油呀。	欢迎，今天也要一起加油呀。
103058	103058	203058	303058	嗯，你来啦？	嗯，你来啦？	嗯，你来啦？
103059	103059	203059	303059	啊！你、你来了就好了……	啊！你、你来了就好了……	啊！你、你来了就好了……
103060	103060	203060	303060	欢迎回来，阁下，需要丽芙送上您不在的这段时间内，相关的数据分析吗？	欢迎回来，阁下，需要丽芙送上您不在的这段时间内，相关的数据分析吗？	欢迎回来，阁下，需要丽芙送上您不在的这段时间内，相关的数据分析吗？
103061	103061	203061	303061	您是接到了去外地的长期任务吗？需要丽芙帮忙吗？	您是接到了去外地的长期任务吗？需要丽芙帮忙吗？	您是接到了去外地的长期任务吗？需要丽芙帮忙吗？
103062	103062	203062	303062	下次……再要离开这么久……一定要和我说一声啊……	下次……再要离开这么久……一定要和我说一声啊……	下次……再要离开这么久……一定要和我说一声啊……
103063	103063	203063	303063	就算再忙也好，偶尔来看看丽芙，好吗？	就算再忙也好，偶尔来看看丽芙，好吗？	就算再忙也好，偶尔来看看丽芙，好吗？
103064	103064	203064	303064	请、请适可而止……	请、请适可而止……	请、请适可而止……
103065	103065	203065	303065	丽芙、丽芙觉得有点晕……	丽芙、丽芙觉得有点晕……	丽芙、丽芙觉得有点晕……
103066	103066	203066	303066	你怎么总是这样呀……	你怎么总是这样呀……	你怎么总是这样呀……
103067	103067	203067	303067	我……我习惯了……	我……我习惯了……	我……我习惯了……
103068	103068	203068	303068	啊！	啊！	啊！
103069	103069	203069	303069	诶、干什么呀……	诶、干什么呀……	诶、干什么呀……
103070	103070	203070	303070	那里的话会害羞的……	那里的话会害羞的……	那里的话会害羞的……
103071	103071	203071	303071	只要你不离开丽芙……就随便你戳吧……	只要你不离开丽芙……就随便你戳吧……	只要你不离开丽芙……就随便你戳吧……
103072	103072	203072	303072	今天的活跃值已经达到最高，指挥官非常努力呢！	今天的活跃值已经达到最高，指挥官非常努力呢！	今天的活跃值已经达到最高，指挥官非常努力呢！
103073	103073	203073	303073	刚才丽芙应该没有拖大家后腿吧……	刚才丽芙应该没有拖大家后腿吧……	刚才丽芙应该没有拖大家后腿吧……
103074	103074	203074	303074	战斗辛苦了，去透一下气吧，数据分析可以交给丽芙~	战斗辛苦了，去透一下气吧，数据分析可以交给丽芙~	战斗辛苦了，去透一下气吧，数据分析可以交给丽芙~
103075	103075	203075	303075	需要补充电力能量了，指挥官，不然小队将无法出战。	需要补充电力能量了，指挥官，不然小队将无法出战。	需要补充电力能量了，指挥官，不然小队将无法出战。
103076	103076	203076	303076	我是出于道义，才会继续为您而战的。	我是出于道义，才会继续为您而战的。	我是出于道义，才会继续为您而战的。
103077	103077	203077	303077	我不会为没有生命的指挥官服务，所以请好好吃饭。	我不会为没有生命的指挥官服务，所以请好好吃饭。	我不会为没有生命的指挥官服务，所以请好好吃饭。
103078	103078	203078	303078	除非您现在是打算去消灭那堆敌人，不然就去睡觉吧。	除非您现在是打算去消灭那堆敌人，不然就去睡觉吧。	除非您现在是打算去消灭那堆敌人，不然就去睡觉吧。
103079	103079	203079	303079	我已经没有生命，又何必再惧怕死亡？	我已经没有生命，又何必再惧怕死亡？	我已经没有生命，又何必再惧怕死亡？
103080	103080	203080	303080	在保护好你的前提下，我会尽量保全自己的。	在保护好你的前提下，我会尽量保全自己的。	在保护好你的前提下，我会尽量保全自己的。
103081	103081	203081	303081	夜晚到底有什么吸引力，会让你不愿意去休息呢？	夜晚到底有什么吸引力，会让你不愿意去休息呢？	夜晚到底有什么吸引力，会让你不愿意去休息呢？
103082	103082	203082	303082	一片黑暗的地球并不值得留念，所以我希望能把她恢复成充满光明的星球。	一片黑暗的地球并不值得留念，所以我希望能把她恢复成充满光明的星球。	一片黑暗的地球并不值得留念，所以我希望能把她恢复成充满光明的星球。
103083	103083	203083	303083	在黑暗中行走，会变得强大。	在黑暗中行走，会变得强大。	在黑暗中行走，会变得强大。
103084	103084	203084	303084	别以为我不知道你昨天又熬夜了！	别以为我不知道你昨天又熬夜了！	别以为我不知道你昨天又熬夜了！
103085	103085	203085	303085	今天的作战计划需要我帮忙吗？	今天的作战计划需要我帮忙吗？	今天的作战计划需要我帮忙吗？
103086	103086	203086	303086	人类以前的书籍曾经提到过所有物种和谐相处的时代，那么人类和构造体，是否也会有这样的一天呢？	人类以前的书籍曾经提到过所有物种和谐相处的时代，那么人类和构造体，是否也会有这样的一天呢？	人类以前的书籍曾经提到过所有物种和谐相处的时代，那么人类和构造体，是否也会有这样的一天呢？
103087	103087	203087	303087	身处黑暗也无需害怕，我会带着你一起前行。	身处黑暗也无需害怕，我会带着你一起前行。	身处黑暗也无需害怕，我会带着你一起前行。
103088	103088	203088	303088	身处黑暗也无需害怕，我会带着你一起前行。	身处黑暗也无需害怕，我会带着你一起前行。	身处黑暗也无需害怕，我会带着你一起前行。
103089	103089	203089	303089	你就像是丽芙的光明，驱散了一切黑暗，	你就像是丽芙的光明，驱散了一切黑暗，	你就像是丽芙的光明，驱散了一切黑暗，
103090	103090	203090	303090	我无时无刻不在庆幸，自己能遇到你。	我无时无刻不在庆幸，自己能遇到你。	我无时无刻不在庆幸，自己能遇到你。
103091	103091	203091	303091	我可以失去一切，但是不能失去你。	我可以失去一切，但是不能失去你。	我可以失去一切，但是不能失去你。
103092	103092	203092	303092	我是无法讨厌你的。	我是无法讨厌你的。	我是无法讨厌你的。
103093	103093	203093	303093	关于你的信息，都印在了我的脑海里。	关于你的信息，都印在了我的脑海里。	关于你的信息，都印在了我的脑海里。
103095	103095	203095	303095	关于的你的事情，我希望愈多越好。	关于的你的事情，我希望愈多越好。	关于的你的事情，我希望愈多越好。
103096	103096	203096	303096	我不知道我们是否能这样亲密……但是我很开心……	我不知道我们是否能这样亲密……但是我很开心……	我不知道我们是否能这样亲密……但是我很开心……
103098	103098	203098	303098	亲密一点，也挺好的。	亲密一点，也挺好的。	亲密一点，也挺好的。
103099	103099	203099	303099	我喜欢你……	我喜欢你……	我喜欢你……
103101	103101	203101	303101	只要你在，我就能完全安心。	只要你在，我就能完全安心。	只要你在，我就能完全安心。
